Cas;ID;Admission;Séjour / Congé;Fugue;Provenance;Date de début;Année de début;Séjour;Date de fin;Durée;Date majorité;Destination;Motifs de placement
244;zbPiILN16uY;;Séjour 2;;"Psychiatrische Einrichtung LUX
";28.04.2025;2025;CSEE Unisec;;;46593;ongoing;
245;qEgxgUC9N02;Admission 1;;;Heimstruktur AEF LUX;10.12.2021;2021;;20.10.2022;315;45041;NA; 
245;qEgxgUC9N02;;Séjour 1;;Heimstruktur AEF LUX;10.12.2021;2021;CSEE_Y semi-autonome Wohngruppe;10.05.2022;152;45041;;
245;qEgxgUC9N02;;;Fugue 1;;03.01.2022;2022;CSEE_Y semi-autonome Wohngruppe;04.01.2022;2;45041;;
245;qEgxgUC9N02;;;Fugue 2;;07.01.2022;2022;CSEE_Y semi-autonome Wohngruppe;11.01.2022;4;45041;;
245;qEgxgUC9N02;;;Fugue 3;;10.03.2022;2022;CSEE_Y semi-autonome Wohngruppe;15.03.2022;6;45041;;
245;qEgxgUC9N02;;;Fugue 4;;28.03.2022;2022;CSEE_Y semi-autonome Wohngruppe;30.03.2022;2;45041;;
245;qEgxgUC9N02;;;Fugue 5;;18.04.2022;2022;CSEE_Y semi-autonome Wohngruppe;24.04.2022;7;45041;;
245;qEgxgUC9N02;;;Fugue 6;;27.04.2022;2022;CSEE_Y semi-autonome Wohngruppe;28.04.2022;2;45041;;
245;qEgxgUC9N02;;;Fugue 7;;01.05.2022;2022;CSEE_Y semi-autonome Wohngruppe;05.05.2022;5;45041;;
245;qEgxgUC9N02;;Séjour 2;;CSEE_Y semi-autonome Wohngruppe;10.05.2022;2022;CSEE_Y semi-autonome Wohngruppe;11.07.2022;63;45041;;
245;qEgxgUC9N02;;;Fugue 8;;18.05.2022;2022;CSEE_Y semi-autonome Wohngruppe;30.05.2022;13;45041;;
245;qEgxgUC9N02;;;Fugue 9;;01.06.2022;2022;CSEE_Y semi-autonome Wohngruppe;03.06.2022;2;45041;;
245;qEgxgUC9N02;;;Fugue 10;;03.06.2022;2022;CSEE_Y semi-autonome Wohngruppe;07.06.2022;4;45041;;
245;qEgxgUC9N02;;Congé 1;;CSEE_Y semi-autonome Wohngruppe;11.07.2022;2022;;20.10.2022;102;45041;Heimstruktur AEF Ausland;
245;qEgxgUC9N02;Admission 2;;;Heimstruktur AEF Ausland;20.10.2022;2022;;04.05.2023;197;45041;majorité; 
245;qEgxgUC9N02;;Séjour 3;;Heimstruktur AEF Ausland;20.10.2022;2022;CSEE_Y semi-autonome Wohngruppe;16.02.2023;120;45041;;
245;qEgxgUC9N02;;;Fugue 11;;07.11.2022;2022;CSEE_Y semi-autonome Wohngruppe;09.11.2022;3;45041;;
245;qEgxgUC9N02;;;Fugue 12;;29.11.2022;2022;CSEE_Y semi-autonome Wohngruppe;30.11.2022;2;45041;;
245;qEgxgUC9N02;;;Fugue 13;;05.12.2022;2022;CSEE_Y semi-autonome Wohngruppe;07.12.2022;2;45041;;
245;qEgxgUC9N02;;;Fugue 14;;20.12.2022;2022;CSEE_Y semi-autonome Wohngruppe;21.12.2022;2;45041;;
245;qEgxgUC9N02;;;Fugue 15;;30.12.2022;2022;CSEE_Y semi-autonome Wohngruppe;01.01.2023;2;45041;;
245;qEgxgUC9N02;;;Fugue 16;;02.01.2023;2023;CSEE_Y semi-autonome Wohngruppe;04.01.2023;3;45041;;
245;qEgxgUC9N02;;;Fugue 17;;06.01.2023;2023;CSEE_Y semi-autonome Wohngruppe;09.01.2023;3;45041;;
245;qEgxgUC9N02;;;Fugue 18;;13.01.2023;2023;CSEE_Y semi-autonome Wohngruppe;17.01.2023;4;45041;;
245;qEgxgUC9N02;;;Fugue 19;;21.01.2023;2023;CSEE_Y semi-autonome Wohngruppe;28.01.2023;7;45041;;
245;qEgxgUC9N02;;Séjour 4;;CSEE_Y semi-autonome Wohngruppe;16.02.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;04.05.2023;78;45041;majorité;
245;qEgxgUC9N02;;;Fugue 20;;16.02.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;28.02.2023;13;45041;;
245;qEgxgUC9N02;;;Fugue 21;;02.03.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;05.03.2023;4;45041;;
245;qEgxgUC9N02;;;Fugue 22;;07.03.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;14.03.2023;7;45041;;
245;qEgxgUC9N02;;;Fugue 23;;15.03.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;29.03.2023;14;45041;;
245;qEgxgUC9N02;;;Fugue 24;;30.03.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;01.04.2023;2;45041;;
245;qEgxgUC9N02;;;Fugue 25;;02.04.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;09.04.2023;7;45041;;
245;qEgxgUC9N02;;;Fugue 26;;09.04.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;21.04.2023;13;45041;;
245;qEgxgUC9N02;;;Fugue 27;;22.04.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;26.04.2023;5;45041;;
245;qEgxgUC9N02;;;Fugue 28;;28.04.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;02.05.2023;4;45041;;
246;6IzrwoG8tfg;Admission 1;;;Eltern / Familie;15.09.2023;2023;;14.12.2023;91;46716;CSEE Unisec;f g 
246;6IzrwoG8tfg;;Séjour 1;;Eltern / Familie;15.09.2023;2023;CSEE Unisec;14.12.2023;91;46716;;
246;6IzrwoG8tfg;Admission 2;;;CSEE Unisec;14.12.2023;2023;;23.05.2024;162;46716;CSEE_X;g 
246;6IzrwoG8tfg;;Séjour 2;;CSEE Unisec;14.12.2023;2023;CSEE Unisec;22.12.2023;9;46716;;
246;6IzrwoG8tfg;;Congé 1;;CSEE Unisec;22.12.2023;2023;;23.05.2024;154;46716;Eltern / Familie;
246;6IzrwoG8tfg;Suivi 1;;;;06.02.2024;2024;;26.06.2024;142;46716;;
246;6IzrwoG8tfg;Admission 3;;;Eltern / Familie;23.05.2024;2024;;;;46716;;c g 
246;6IzrwoG8tfg;;Séjour 3;;Eltern / Familie;23.05.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;;;46716;ongoing?;
246;6IzrwoG8tfg;;;Fugue 1;;23.05.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;30.05.2024;7;46716;;
246;6IzrwoG8tfg;;;Fugue 2;;08.06.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;09.06.2024;2;46716;;
247;EFiNtJTbxOg;Admission 1;;;;06.02.2022;2022;;06.03.2022;29;44617;majorité; 
247;EFiNtJTbxOg;;Séjour 1;;;06.02.2022;2022;CSEE_Y Aufnahmegruppe;06.03.2022;29;44617;majorité;
248;pRR9pGxrMXQ;Admission 1;;;NA;06.11.2022;2022;;14.11.2022;9;45376;CSEE_X; 
248;pRR9pGxrMXQ;;Séjour 1;;;06.11.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;14.11.2022;9;45376;;
248;pRR9pGxrMXQ;Admission 2;;;CSEE_X Intensivpädagogische  Wohngruppe;14.11.2022;2022;;12.02.2023;91;45376;CSEE Unisec; 
248;pRR9pGxrMXQ;;Séjour 2;;CSEE_X Intensivpädagogische  Wohngruppe;14.11.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;12.02.2023;91;45376;;
248;pRR9pGxrMXQ;;;Fugue 1;;14.11.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;19.11.2022;5;45376;;
248;pRR9pGxrMXQ;;;Fugue 2;;29.12.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;03.01.2023;5;45376;;
248;pRR9pGxrMXQ;Admission 3;;;CSEE_X Intensivpädagogische  Wohngruppe;12.02.2023;2023;;12.05.2023;90;45376;CSEE_Y Intensivpädagogische Wohngruppe; 
248;pRR9pGxrMXQ;;Séjour 3;;CSEE_X Intensivpädagogische  Wohngruppe;12.02.2023;2023;CSEE Unisec;19.05.2023;97;45376;;
248;pRR9pGxrMXQ;;Séjour 4;;;10.05.2023;2023;CSEE_Y semi-autonome Wohngruppe;12.05.2023;3;45376;;
248;pRR9pGxrMXQ;Admission 4;;;CSEE_Y semi-autonome Wohngruppe;12.05.2023;2023;;26.09.2023;138;45376;NA;c f i m 
248;pRR9pGxrMXQ;;Séjour 5;;CSEE Unisec;12.05.2023;2023;CSEE_Y semi-autonome Wohngruppe;26.09.2023;138;45376;;
248;pRR9pGxrMXQ;;;Fugue 3;;20.07.2023;2023;CSEE_Y semi-autonome Wohngruppe;26.07.2023;6;45376;;
248;pRR9pGxrMXQ;;;Fugue 4;;01.08.2023;2023;CSEE_Y semi-autonome Wohngruppe;09.08.2023;8;45376;;
248;pRR9pGxrMXQ;;;Fugue 5;;11.08.2023;2023;CSEE_Y semi-autonome Wohngruppe;26.09.2023;46;45376;;
249;mfXNxAgdhUY;Admission 1;;;CPL;18.09.2024;2024;;18.10.2024;31;46868;NA; 
249;mfXNxAgdhUY;;Séjour 1;;CPL;18.09.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;18.10.2024;31;46868;ongoing?;
249;mfXNxAgdhUY;;;Fugue 1;;18.09.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;18.10.2024;30;46868;;
250;L8xoHhN7G8s;Admission 1;;;;13.11.2020;2020;;02.12.2020;20;46351;NA; 
250;L8xoHhN7G8s;;Séjour 1;;;13.11.2020;2020;CSEE Unisec;02.12.2020;20;46351;ongoing?;
251;zSpncETNEfM;Admission 1;;;Eltern / Familie;02.04.2025;2025;;;;46290;;a c f l ! considéré inatteignable par les mesures classiques
251;zSpncETNEfM;;Séjour 1;;Eltern / Familie;02.04.2025;2025;CSEE_Y Aufnahmegruppe;;;46290;;
251;zSpncETNEfM;;;Fugue 1;;23.06.2025;2025;CSEE_Y Aufnahmegruppe;26.06.2025;3;46290;;
251;zSpncETNEfM;;;Fugue 2;;08.09.2025;2025;CSEE_Y Aufnahmegruppe;15.09.2025;8;46290;ongoing;
252;O6DakiGI5bs;Admission 1;;;Heimstruktur AEF LUX;04.07.2025;2025;;;;46412;;a b c d l 
252;O6DakiGI5bs;;Séjour 1;;Heimstruktur AEF LUX;04.07.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;;;46412;ongoing;
253;7Bz5eORL9mM;Admission 1;;;;02.04.2022;2022;;25.05.2022;54;44676;majorité; 
253;7Bz5eORL9mM;;Séjour 1;;;02.04.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;25.05.2022;54;44676;majorité;
253;7Bz5eORL9mM;;;Fugue 1;;05.04.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;20.04.2022;16;44676;;
253;7Bz5eORL9mM;;;Fugue 2;;21.04.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;24.04.2022;4;44676;;
253;7Bz5eORL9mM;;;Fugue 3;;25.04.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;27.04.2022;3;44676;;
253;7Bz5eORL9mM;;;Fugue 4;;28.04.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;03.05.2022;5;44676;;
253;7Bz5eORL9mM;;;Fugue 5;;04.05.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;06.05.2022;2;44676;;
253;7Bz5eORL9mM;;;Fugue 6;;07.05.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;11.05.2022;5;44676;;
253;7Bz5eORL9mM;;;Fugue 7;;14.05.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;17.05.2022;3;44676;;
253;7Bz5eORL9mM;;;Fugue 8;;22.05.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;23.05.2022;2;44676;;
253;7Bz5eORL9mM;;;Fugue 9;;23.05.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;25.05.2022;2;44676;;
254;qrc5VfTVNEx;Admission 1;;;CPL;06.01.2022;2022;;04.02.2022;30;45163;NA; 
254;qrc5VfTVNEx;;Séjour 1;;CPL;06.01.2022;2022;CSEE_Y Aufnahmegruppe;04.02.2022;30;45163;;
254;qrc5VfTVNEx;;;Fugue 1;;12.01.2022;2022;CSEE_Y Aufnahmegruppe;14.01.2022;3;45163;;
254;qrc5VfTVNEx;;;Fugue 2;;17.01.2022;2022;CSEE_Y Aufnahmegruppe;04.02.2022;19;45163;;
255;pdLgFQ5CQ72;Admission 1;;;Eltern / Familie;29.07.2022;2022;;19.08.2022;22;45468;CSEE_X; 
255;pdLgFQ5CQ72;;Séjour 1;;Eltern / Familie;29.07.2022;2022;CSEE Unisec;19.08.2022;22;45468;;
255;pdLgFQ5CQ72;Admission 2;;;;19.08.2022;2022;;30.06.2024;682;45468;majorité;f k 
255;pdLgFQ5CQ72;;Congé 1;;;19.08.2022;2022;;30.06.2024;682;45468;Eltern / Familie;
255;pdLgFQ5CQ72;;Séjour 2;;CSEE Unisec;19.08.2022;2022;;19.08.2022;1;45468;;
256;cmXg1THUYu2;Admission 1;;;;29.03.2023;2023;;07.04.2023;10;46016;NA; 
256;cmXg1THUYu2;;Séjour 1;;;29.03.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;07.04.2023;10;46016;;
257;49s7oX55Gh2;Admission 1;;;Eltern / Familie;12.10.2023;2023;;06.02.2024;118;46837;Eltern / Familie; 
257;49s7oX55Gh2;;Séjour 1;;Eltern / Familie;12.10.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;06.02.2024;118;46837;Eltern / Familie;
258;AfaQyrzGcwo;Admission 1;;;Heimstruktur AEF LUX;01.09.2023;2023;;14.10.2024;410;46351;Heimstruktur AEF LUX; 
258;AfaQyrzGcwo;;Séjour 1;;Heimstruktur AEF LUX;01.09.2023;2023;CSEE_Y Aufnahmegruppe;03.06.2024;277;46351;;
258;AfaQyrzGcwo;;;Fugue 1;;19.01.2024;2024;CSEE_Y Aufnahmegruppe;20.01.2024;2;46351;;
258;AfaQyrzGcwo;;;Fugue 2;;10.03.2024;2024;CSEE_Y Aufnahmegruppe;19.03.2024;9;46351;;
258;AfaQyrzGcwo;;Congé 1;;CSEE_Y Aufnahmegruppe;03.06.2024;2024;;30.08.2024;89;46351;Heimstruktur AEF LUX;
258;AfaQyrzGcwo;;Séjour 2;;Heimstruktur AEF LUX;30.08.2024;2024;CSEE_Y Aufnahmegruppe;30.08.2024;1;46351;;
258;AfaQyrzGcwo;;Congé 2;;CSEE_Y Aufnahmegruppe;30.08.2024;2024;CSEE_Y Aufnahmegruppe;14.10.2024;46;46351;Heimstruktur AEF LUX;
259;z85taxzE03k;Admission 1;;;Eltern / Familie;28.08.2020;2020;;18.02.2021;175;44221;majorité; 
259;z85taxzE03k;;Séjour 1;;Eltern / Familie;28.08.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;18.02.2021;175;44221;majorité;
259;z85taxzE03k;;;Fugue 1;;04.12.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;07.12.2020;4;44221;;
260;CpVGmoO99Zx;Admission 1;;;Heimstruktur AEF LUX;16.01.2024;2024;;27.03.2025;437;46502;Heimstruktur AEF LUX; 
260;CpVGmoO99Zx;;Séjour 1;;Heimstruktur AEF LUX;16.01.2024;2024;CSEE_Y Aufnahmegruppe;16.07.2024;183;46502;;
260;CpVGmoO99Zx;;;Fugue 1;;19.01.2024;2024;CSEE_Y Aufnahmegruppe;20.01.2024;2;46502;;
260;CpVGmoO99Zx;;;Fugue 2;;28.01.2024;2024;CSEE_Y Aufnahmegruppe;20.02.2024;23;46502;;
260;CpVGmoO99Zx;;;Fugue 3;;21.02.2024;2024;CSEE_Y Aufnahmegruppe;22.02.2024;2;46502;;
260;CpVGmoO99Zx;;;Fugue 4;;10.03.2024;2024;CSEE_Y Aufnahmegruppe;11.03.2024;2;46502;;
260;CpVGmoO99Zx;;;Fugue 5;;17.04.2024;2024;CSEE_Y Aufnahmegruppe;30.05.2024;44;46502;;
260;CpVGmoO99Zx;;Congé 1;;CSEE_Y Aufnahmegruppe;16.07.2024;2024;;27.03.2025;255;46502;"Psychiatrische Einrichtung LUX
";
261;rDgYnvULDGY;Admission 1;;;Eltern / Familie;28.04.2023;2023;;10.06.2023;44;45651;CSEE Unisec; 
261;rDgYnvULDGY;;Séjour 1;;Eltern / Familie;28.04.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;10.06.2023;44;45651;;
261;rDgYnvULDGY;;;Fugue 1;;15.05.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;20.05.2023;6;45651;;
261;rDgYnvULDGY;;;Fugue 2;;26.05.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;10.06.2023;16;45651;;
261;rDgYnvULDGY;Admission 2;;;CSEE_X Intensivpädagogische  Wohngruppe;10.06.2023;2023;;12.07.2023;33;45651;NA; 
261;rDgYnvULDGY;;Séjour 2;;CSEE_X Intensivpädagogische  Wohngruppe;10.06.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;12.07.2023;33;45651;;
261;rDgYnvULDGY;;;Fugue 3;;13.06.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;19.06.2023;7;45651;;
261;rDgYnvULDGY;;;Fugue 4;;22.06.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;14.07.2023;22;45651;;
261;rDgYnvULDGY;Admission 3;;;CSEE_X Intensivpädagogische  Wohngruppe;12.07.2023;2023;;04.10.2023;85;45651;CSEE Unisec; 
261;rDgYnvULDGY;;Séjour 3;;CSEE Unisec;12.07.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;04.10.2023;85;45651;;
261;rDgYnvULDGY;;;Fugue 5;;18.07.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;28.07.2023;11;45651;;
261;rDgYnvULDGY;;;Fugue 6;;30.07.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;09.08.2023;10;45651;;
261;rDgYnvULDGY;;;Fugue 7;;11.08.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;22.08.2023;11;45651;;
261;rDgYnvULDGY;;;Fugue 8;;24.08.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;04.10.2023;42;45651;;
261;rDgYnvULDGY;Admission 4;;;CSEE_X Intensivpädagogische  Wohngruppe;04.10.2023;2023;;19.12.2023;77;45651;CSEE Unisec;b l 
261;rDgYnvULDGY;;Séjour 4;;CSEE_X Intensivpädagogische  Wohngruppe;04.10.2023;2023;CSEE Unisec;19.12.2023;77;45651;;
261;rDgYnvULDGY;Admission 5;;;CSEE Unisec;19.12.2023;2023;;11.03.2024;84;45651;CSEE_X;a b c o 
261;rDgYnvULDGY;;Séjour 5;;CSEE Unisec;19.12.2023;2023;CSEE Unisec;11.03.2024;84;45651;;
261;rDgYnvULDGY;Admission 6;;;CSEE Unisec;11.03.2024;2024;;19.01.2025;315;45651;majorité; 
261;rDgYnvULDGY;;Séjour 6;;CSEE Unisec;11.03.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;19.01.2025;315;45651;;
261;rDgYnvULDGY;;;Fugue 9;;26.03.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;04.04.2024;9;45651;;
261;rDgYnvULDGY;;;Fugue 10;;06.04.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;10.04.2024;5;45651;;
261;rDgYnvULDGY;;;Fugue 11;;24.04.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;10.06.2024;48;45651;;
261;rDgYnvULDGY;;;Fugue 12;;13.06.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;30.06.2024;18;45651;;
261;rDgYnvULDGY;;;Fugue 13;;03.07.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;19.07.2024;17;45651;;
261;rDgYnvULDGY;;;Fugue 14;;21.07.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;30.07.2024;9;45651;;
261;rDgYnvULDGY;;;Fugue 15;;02.08.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;03.08.2024;2;45651;;
261;rDgYnvULDGY;;;Fugue 16;;29.08.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;31.08.2024;3;45651;;
261;rDgYnvULDGY;;;Fugue 17;;04.09.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;11.09.2024;8;45651;;
261;rDgYnvULDGY;;;Fugue 18;;14.09.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;05.11.2024;53;45651;;
262;j4M4Vx0OOYI;Admission 1;;;Heimstruktur AEF LUX;18.05.2021;2021;;10.08.2023;815;45071;majorité; 
262;j4M4Vx0OOYI;;Séjour 1;;Heimstruktur AEF LUX;18.05.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;06.10.2021;142;45071;;
262;j4M4Vx0OOYI;;Congé 1;;CSEE_X Intensivpädagogische  Wohngruppe;06.10.2021;2021;;03.12.2021;59;45071;"Psychiatrische Einrichtung LUX
";
262;j4M4Vx0OOYI;;Séjour 2;;"Psychiatrische Einrichtung LUX
";03.12.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;16.06.2022;196;45071;;
262;j4M4Vx0OOYI;;;Fugue 1;;24.03.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;25.03.2022;2;45071;;
262;j4M4Vx0OOYI;;;Fugue 2;;09.05.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;10.05.2022;2;45071;;
262;j4M4Vx0OOYI;;;Fugue 3;;11.06.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;12.06.2022;2;45071;;
262;j4M4Vx0OOYI;;Congé 2;;CSEE_X Intensivpädagogische  Wohngruppe;16.06.2022;2022;;06.09.2022;83;45071;Heimstruktur AEF Ausland;
262;j4M4Vx0OOYI;;Séjour 3;;Heimstruktur AEF Ausland;06.09.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;10.08.2023;339;45071;maj?;
262;j4M4Vx0OOYI;;;Fugue 4;;22.02.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;24.02.2023;2;45071;;
262;j4M4Vx0OOYI;;;Fugue 5;;22.03.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;25.03.2023;4;45071;;
262;j4M4Vx0OOYI;;;Fugue 6;;13.04.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;15.04.2023;2;45071;;
262;j4M4Vx0OOYI;;;Fugue 7;;22.04.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;23.04.2023;2;45071;;
262;j4M4Vx0OOYI;;;Fugue 8;;24.06.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;26.06.2023;2;45071;;
263;6WHOutyz7Zg;Admission 1;;;Heimstruktur AEF LUX;18.10.2022;2022;;14.03.2023;148;45347;CSEE Unisec; 
263;6WHOutyz7Zg;;Séjour 1;;Heimstruktur AEF LUX;18.10.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;11.11.2022;25;45347;;
263;6WHOutyz7Zg;;;Fugue 1;;31.10.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;03.11.2022;3;45347;;
263;6WHOutyz7Zg;;;Fugue 2;;05.11.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;08.11.2022;3;45347;;
263;6WHOutyz7Zg;;Congé 1;;CSEE_X Intensivpädagogische  Wohngruppe;11.11.2022;2022;;06.12.2022;26;45347;Heimstruktur AEF LUX;
263;6WHOutyz7Zg;;Séjour 2;;Heimstruktur AEF LUX;06.12.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;14.03.2023;99;45347;;
263;6WHOutyz7Zg;;;Fugue 3;;06.12.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;08.12.2022;3;45347;;
263;6WHOutyz7Zg;;;Fugue 4;;11.12.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;27.01.2023;47;45347;;
263;6WHOutyz7Zg;;;Fugue 5;;29.01.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;14.03.2023;44;45347;;
263;6WHOutyz7Zg;Admission 2;;;CSEE_X Intensivpädagogische  Wohngruppe;14.03.2023;2023;;12.05.2023;60;45347;CSEE Unisec; 
263;6WHOutyz7Zg;;Séjour 3;;CSEE_X Intensivpädagogische  Wohngruppe;14.03.2023;2023;CSEE Unisec;12.05.2023;60;45347;;
263;6WHOutyz7Zg;Admission 3;;;CSEE Unisec;12.05.2023;2023;;26.06.2023;46;45347;CSEE_X; 
263;6WHOutyz7Zg;;Séjour 4;;CSEE Unisec;12.05.2023;2023;CSEE Unisec;26.06.2023;46;45347;;
263;6WHOutyz7Zg;Admission 4;;;CSEE Unisec;26.06.2023;2023;;04.03.2024;253;45347;NA; 
263;6WHOutyz7Zg;;Séjour 5;;CSEE Unisec;26.06.2023;2023;CSEE_Y semi-autonome Wohngruppe;12.07.2023;17;45347;;
263;6WHOutyz7Zg;;Séjour 6;;CSEE_Y semi-autonome Wohngruppe;12.07.2023;2023;CSEE_Y semi-autonome Wohngruppe;02.03.2024;235;45347;;
263;6WHOutyz7Zg;;;Fugue 6;;12.07.2023;2023;CSEE_Y semi-autonome Wohngruppe;28.07.2023;16;45347;;
263;6WHOutyz7Zg;;;Fugue 7;;29.07.2023;2023;CSEE_Y semi-autonome Wohngruppe;18.08.2023;20;45347;;
263;6WHOutyz7Zg;;;Fugue 8;;23.08.2023;2023;CSEE_Y semi-autonome Wohngruppe;29.08.2023;6;45347;;
263;6WHOutyz7Zg;;;Fugue 9;;30.08.2023;2023;CSEE_Y semi-autonome Wohngruppe;17.09.2023;19;45347;;
263;6WHOutyz7Zg;;;Fugue 10;;27.09.2023;2023;CSEE_Y semi-autonome Wohngruppe;18.10.2023;22;45347;;
263;6WHOutyz7Zg;;;Fugue 11;;19.10.2023;2023;CSEE_Y semi-autonome Wohngruppe;09.11.2023;21;45347;;
263;6WHOutyz7Zg;;;Fugue 12;;10.11.2023;2023;CSEE_Y semi-autonome Wohngruppe;10.12.2023;30;45347;;
263;6WHOutyz7Zg;;;Fugue 13;;07.01.2024;2024;CSEE_Y semi-autonome Wohngruppe;08.01.2024;2;45347;;
263;6WHOutyz7Zg;;;Fugue 14;;15.01.2024;2024;CSEE_Y semi-autonome Wohngruppe;16.01.2024;2;45347;;
263;6WHOutyz7Zg;;;Fugue 15;;23.01.2024;2024;CSEE_Y semi-autonome Wohngruppe;25.01.2024;3;45347;;
263;6WHOutyz7Zg;;;Fugue 16;;04.02.2024;2024;CSEE_Y semi-autonome Wohngruppe;20.02.2024;17;45347;;
263;6WHOutyz7Zg;;;Fugue 17;;23.02.2024;2024;CSEE_Y semi-autonome Wohngruppe;01.03.2024;7;45347;;
263;6WHOutyz7Zg;Admission 5;;;CSEE_Y Intensivpädagogische Wohngruppe;05.03.2024;2024;;31.07.2024;149;45347;majorité; 
263;6WHOutyz7Zg;;Séjour 7;;CSEE_Y Intensivpädagogische Wohngruppe;05.03.2024;2024;CSEE_Y semi-autonome Wohngruppe;30.05.2024;87;45347;majorité;
263;6WHOutyz7Zg;;;Fugue 18;;05.03.2024;2024;CSEE_Y semi-autonome Wohngruppe;09.03.2024;4;45347;;
263;6WHOutyz7Zg;;;Fugue 19;;11.03.2024;2024;CSEE_Y semi-autonome Wohngruppe;13.04.2024;33;45347;;
263;6WHOutyz7Zg;;;Fugue 20;;01.05.2024;2024;CSEE_Y semi-autonome Wohngruppe;06.05.2024;6;45347;;
263;6WHOutyz7Zg;;;Fugue 21;;21.05.2024;2024;CSEE_Y semi-autonome Wohngruppe;29.05.2024;8;45347;;
263;6WHOutyz7Zg;;Congé 2;;CSEE_Y semi-autonome Wohngruppe;30.05.2024;2024;;31.07.2024;63;45347;Eltern / Familie;
264;xMbPTYvDB72;Admission 1;;;Heimstruktur AEF LUX;11.12.2020;2020;;19.07.2024;1317;45468;majorité; 
264;xMbPTYvDB72;;Séjour 1;;Heimstruktur AEF LUX;11.12.2020;2020;CSEE_Y semi-autonome Wohngruppe;19.04.2021;130;45468;;
